ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL01516,11.635535253594714,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Scientist,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Education
TL01517,16.875500287992203,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,None,Chinese,Education
TL01518,-6.199781820878739,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Mobile app,Freelancer,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL01519,-0.6635555817355314,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,E-commerce platform,Freelancer,Slack,Agile,None,English,Education
TL01520,11.613293107583377,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Zoom,Agile,PMP,Spanish,Education
TL01521,18.8591992542176,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Freelancer,Zoom,Waterfall,PMP,Chinese,Healthcare
TL01522,0.04254437369148789,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Company Project,Part-Time,Slack,Waterfall,PMP,English,Technology
TL01523,5.309472267474985,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Company Project,Long-Term,Microsoft Teams,Agile,None,Chinese,Technology
TL01524,10.82630979811756,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Open Source Contribution,Long-Term,Zoom,Agile,None,Chinese,Healthcare
TL01525,-2.133236761174274,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Freelancer,Microsoft Teams,Agile,PMP,English,Education
TL01526,11.66671994501426,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Mid-Term,Slack,Waterfall,None,Korean,Education
TL01527,-10.6835385335879,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Mobile app,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Chinese,Healthcare
TL01528,11.460846362327207,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Mid-Term,Microsoft Teams,Waterfall,None,Spanish,Education
TL01529,1.064169069853535,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Mid-Term,Zoom,Agile,None,Chinese,Finance
TL01530,4.8912115221183345,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,E-commerce platform,Mid-Term,Zoom,Waterfall,None,Spanish,Education
TL01531,12.576791303511103,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Open Source Contribution,Mid-Term,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL01532,11.146376618220927,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Open Source Contribution,Part-Time,Zoom,Waterfall,AWS Certified,Korean,Healthcare
TL01533,7.964209881687547,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,PMP,Spanish,Education
TL01534,14.793775566059084,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,DevOps,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Finance
TL01535,-3.864549839366118,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Mobile app,Long-Term,Slack,Agile,AWS Certified,English,Healthcare
TL01536,9.448894872036941,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Backend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,None,Korean,Technology
TL01537,2.4965622899824496,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,Spanish,Finance
TL01538,14.437212490151666,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Mobile app,Part-Time,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL01539,12.822727936091862,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Zoom,Agile,AWS Certified,English,Finance
TL01540,13.076339987448897,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Long-Term,Slack,Agile,None,English,Healthcare
TL01541,19.521528224407206,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,Spanish,Finance
TL01542,15.893380924279445,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Mobile app,Freelancer,Slack,Agile,None,Chinese,Healthcare
TL01543,6.919595293002737,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,E-commerce platform,Full-Time,Slack,Waterfall,PMP,English,Education
TL01544,8.011137465856866,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,E-commerce platform,Short-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL01545,12.220672214493641,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Company Project,Long-Term,Slack,Waterfall,AWS Certified,Korean,Technology
TL01546,8.971886567560276,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Open Source Contribution,Freelancer,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL01547,12.949294042161231,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
TL01548,-7.570358909453656,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,AWS Certified,Spanish,Finance
TL01549,21.167170052543096,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,None,English,Finance
TL01550,8.446601268055664,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Mid-Term,Slack,Waterfall,None,Spanish,Finance
TL01551,-3.32133757006447,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Mobile app,Freelancer,Microsoft Teams,Agile,AWS Certified,Chinese,Education
TL01552,1.6324127448146966,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,None,English,Education
TL01553,-6.864396248451655,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Long-Term,Microsoft Teams,Agile,AWS Certified,Korean,Education
TL01554,0.3990519034938318,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Open Source Contribution,Mid-Term,Slack,Agile,PMP,English,Finance
TL01555,7.025656751304802,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Freelancer,Zoom,Waterfall,None,English,Healthcare
TL01556,18.608139799053745,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Scientist,Mobile app,Mid-Term,Slack,Agile,AWS Certified,Korean,Healthcare
TL01557,10.890692529454526,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,Company Project,Freelancer,Microsoft Teams,Waterfall,PMP,Spanish,Education
TL01558,9.6477394387276,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Freelancer,Zoom,Agile,None,English,Finance
TL01559,0.08540607845734804,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Long-Term,Slack,Agile,None,English,Healthcare
TL01560,2.2566927693732852,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Company Project,Short-Term,Slack,Waterfall,PMP,English,Technology
TL01561,2.7988350544886735,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Company Project,Long-Term,Zoom,Waterfall,AWS Certified,Korean,Healthcare
TL01562,3.0840282992807557,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
TL01563,5.562691171300338,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Scientist,Open Source Contribution,Short-Term,Zoom,Agile,None,Spanish,Healthcare
TL01564,6.0906308083166065,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Mobile app,Full-Time,Slack,Agile,AWS Certified,English,Healthcare
TL01565,5.649778445931435,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Mobile app,Full-Time,Slack,Agile,AWS Certified,Spanish,Technology
TL01566,3.3273174696127104,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Agile,PMP,English,Finance
TL01567,8.964047009337161,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Company Project,Mid-Term,Slack,Agile,None,Spanish,Finance
TL01568,5.822181576835542,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,None,English,Technology
TL01569,-3.1333149033079497,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Company Project,Part-Time,Slack,Agile,AWS Certified,Spanish,Finance
TL01570,8.260335398899823,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Slack,Agile,AWS Certified,Chinese,Healthcare
TL01571,7.203797712249044,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Mobile app,Mid-Term,Slack,Waterfall,None,English,Technology
TL01572,-3.021892750037189,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,DevOps,Mobile app,Full-Time,Zoom,Agile,AWS Certified,Spanish,Education
TL01573,3.886691765324998,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,Company Project,Mid-Term,Microsoft Teams,Agile,PMP,English,Healthcare
TL01574,12.193649408291208,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Mid-Term,Slack,Waterfall,None,English,Finance
TL01575,0.0760013576748566,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,Mobile app,Mid-Term,Zoom,Waterfall,AWS Certified,Chinese,Technology
TL01576,-0.6630651379831587,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Open Source Contribution,Mid-Term,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
TL01577,5.749002427456167,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Company Project,Mid-Term,Zoom,Waterfall,None,Korean,Technology
TL01578,12.37441363257814,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Freelancer,Slack,Waterfall,None,Chinese,Healthcare
TL01579,20.674530070909235,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,E-commerce platform,Part-Time,Slack,Waterfall,None,Chinese,Education
TL01580,12.62608196301775,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,DevOps,Company Project,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL01581,15.603149773506832,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,E-commerce platform,Full-Time,Slack,Agile,PMP,Spanish,Finance
TL01582,10.443481577517018,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Long-Term,Slack,Waterfall,PMP,Chinese,Technology
TL01583,3.2309105496269233,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Company Project,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Spanish,Education
TL01584,12.575582900356704,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,PMP,English,Education
TL01585,7.421583649818703,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Company Project,Freelancer,Zoom,Waterfall,None,Spanish,Healthcare
TL01586,10.655537381739961,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Mobile app,Long-Term,Microsoft Teams,Waterfall,PMP,Korean,Finance
TL01587,1.4070737280449075,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Mobile app,Short-Term,Slack,Waterfall,None,Chinese,Healthcare
TL01588,11.280543806229172,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,DevOps,Company Project,Full-Time,Zoom,Agile,PMP,English,Healthcare
TL01589,7.177625057707758,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Part-Time,Slack,Waterfall,AWS Certified,English,Education
TL01590,9.636535112688334,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Mobile app,Long-Term,Slack,Agile,AWS Certified,Chinese,Technology
TL01591,7.425322520316567,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Agile,AWS Certified,Chinese,Healthcare
TL01592,6.082298129455853,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
TL01593,11.408079636639156,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Full-Time,Slack,Waterfall,AWS Certified,English,Technology
TL01594,5.1813466930389716,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,E-commerce platform,Long-Term,Zoom,Waterfall,None,Spanish,Healthcare
TL01595,-3.0852285907734966,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Mobile app,Part-Time,Slack,Agile,PMP,Korean,Finance
TL01596,-5.079403001000873,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Zoom,Agile,PMP,English,Education
TL01597,9.309106477384006,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,None,Chinese,Education
TL01598,4.893863430168803,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Freelancer,Microsoft Teams,Agile,AWS Certified,Spanish,Finance
TL01599,-4.0667281968913045,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Company Project,Part-Time,Slack,Waterfall,PMP,Chinese,Healthcare
TL01600,8.764699440639468,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Healthcare
TL01601,7.363799219052191,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Spanish,Healthcare
TL01602,4.527607091847866,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Part-Time,Slack,Waterfall,None,Spanish,Healthcare
TL01603,9.7452435165358,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,DevOps,E-commerce platform,Short-Term,Slack,Waterfall,None,English,Finance
TL01604,17.21275427401416,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Company Project,Full-Time,Zoom,Agile,None,English,Finance
TL01605,16.99953053453852,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Short-Term,Slack,Waterfall,None,Chinese,Finance
TL01606,9.024941872771686,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,Company Project,Long-Term,Zoom,Waterfall,PMP,Chinese,Education
TL01607,7.427858154802369,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,Mobile app,Mid-Term,Slack,Agile,AWS Certified,Korean,Finance
TL01608,9.12259874411254,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Part-Time,Zoom,Agile,AWS Certified,Korean,Healthcare
TL01609,10.180016531235312,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Freelancer,Slack,Agile,None,Chinese,Healthcare
TL01610,6.144545321548181,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,None,Korean,Finance
TL01611,9.240088790649924,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Mobile app,Long-Term,Zoom,Agile,AWS Certified,Chinese,Technology
TL01612,-2.9799664310870924,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Long-Term,Zoom,Agile,PMP,Spanish,Healthcare
TL01613,8.588643982349934,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Open Source Contribution,Long-Term,Zoom,Waterfall,AWS Certified,Korean,Technology
TL01614,11.353016635982684,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,DevOps,Company Project,Long-Term,Slack,Waterfall,AWS Certified,Korean,Finance
TL01615,4.595912770219632,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Short-Term,Microsoft Teams,Agile,PMP,English,Healthcare
TL01616,7.352628274429961,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,AWS Certified,Korean,Finance
TL01617,0.25036850560029755,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Mobile app,Part-Time,Slack,Agile,PMP,Chinese,Healthcare
TL01618,-0.7199269141717028,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Open Source Contribution,Mid-Term,Zoom,Agile,PMP,Spanish,Education
TL01619,9.493637013050584,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL01620,2.920217414468449,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Open Source Contribution,Freelancer,Zoom,Waterfall,None,Korean,Technology
TL01621,-4.40034529021395,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Company Project,Long-Term,Zoom,Waterfall,AWS Certified,Spanish,Technology
TL01622,0.24846075446231097,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Open Source Contribution,Long-Term,Slack,Agile,None,Chinese,Technology
TL01623,1.264828524428653,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Scientist,Cloud infrastructure,Freelancer,Microsoft Teams,Agile,None,English,Finance
TL01624,13.434463244728626,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Mobile app,Part-Time,Zoom,Waterfall,None,English,Finance
TL01625,9.272040600054382,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Company Project,Freelancer,Slack,Waterfall,None,English,Technology
TL01626,1.927336836175046,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,DevOps,Open Source Contribution,Full-Time,Slack,Waterfall,PMP,Chinese,Healthcare
TL01627,3.9114058664136824,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL01628,17.191716646362284,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Long-Term,Slack,Agile,PMP,Korean,Technology
TL01629,14.563531942150977,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Freelancer,Zoom,Waterfall,AWS Certified,Korean,Healthcare
TL01630,0.2045474932293887,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,Mobile app,Long-Term,Slack,Agile,PMP,English,Education
TL01631,16.153264418206202,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Company Project,Part-Time,Microsoft Teams,Agile,None,English,Education
TL01632,7.456389476502214,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,E-commerce platform,Full-Time,Zoom,Waterfall,PMP,Spanish,Technology
TL01633,13.609435535773892,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Agile,None,Korean,Finance
TL01634,6.878446704355721,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Long-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL01635,16.309168950054232,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Backend Developer,Mobile app,Short-Term,Microsoft Teams,Agile,PMP,English,Education
TL01636,-0.08596600017480505,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,Spanish,Finance
TL01637,6.234353478281989,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Part-Time,Microsoft Teams,Agile,PMP,Spanish,Education
TL01638,16.52328245471344,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Open Source Contribution,Freelancer,Slack,Waterfall,PMP,Chinese,Healthcare
TL01639,-8.704780594642429,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Long-Term,Slack,Waterfall,AWS Certified,Chinese,Education
TL01640,7.698022128929351,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,None,Korean,Finance
TL01641,5.269037265601853,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Company Project,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Healthcare
TL01642,12.80591066871095,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Spanish,Healthcare
TL01643,15.498895980518633,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Mobile app,Full-Time,Microsoft Teams,Waterfall,None,Spanish,Healthcare
TL01644,13.124821137940671,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,E-commerce platform,Full-Time,Zoom,Waterfall,PMP,Chinese,Education
TL01645,9.70463706201081,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,Cloud infrastructure,Full-Time,Slack,Agile,None,Chinese,Healthcare
TL01646,8.303553814412483,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Company Project,Full-Time,Slack,Agile,None,Chinese,Education
TL01647,5.624388350836512,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Open Source Contribution,Part-Time,Slack,Waterfall,None,Chinese,Healthcare
TL01648,9.48774808425162,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,Chinese,Technology
TL01649,18.223261569230058,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Full-Time,Slack,Waterfall,None,Chinese,Technology
TL01650,2.2145629582889343,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,PMP,Chinese,Healthcare
TL01651,5.209374926401079,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Cloud infrastructure,Part-Time,Slack,Agile,None,English,Finance
TL01652,7.492171101298447,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Open Source Contribution,Mid-Term,Slack,Agile,PMP,Korean,Technology
TL01653,15.016707531138518,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Mobile app,Full-Time,Microsoft Teams,Agile,None,Chinese,Healthcare
TL01654,9.5809253182954,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,DevOps,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
TL01655,14.894723273925852,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Mobile app,Short-Term,Slack,Agile,None,Chinese,Finance
TL01656,15.248623172136146,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Company Project,Full-Time,Zoom,Agile,PMP,English,Education
TL01657,12.1584486729464,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,E-commerce platform,Freelancer,Slack,Agile,PMP,Chinese,Technology
TL01658,0.5824846657122391,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Scientist,Company Project,Part-Time,Slack,Agile,None,Spanish,Healthcare
