ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
A03014,14.829305416711744,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Mid-Term,Zoom,Waterfall,AWS Certified,Korean,Education
A03015,4.582089334732134,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,None,Korean,Healthcare
A03016,10.48757954186575,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Mobile app,Part-Time,Zoom,Agile,PMP,English,Healthcare
A03017,-4.046705548585077,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,None,Spanish,Finance
A03018,7.131988175076291,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,DevOps,E-commerce platform,Full-Time,Zoom,Agile,AWS Certified,Chinese,Healthcare
A03019,-2.357154463563301,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Open Source Contribution,Freelancer,Slack,Agile,PMP,English,Healthcare
A03020,0.030374987704109735,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Education
A03021,1.7931107751280368,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Cloud infrastructure,Short-Term,Slack,Waterfall,PMP,Spanish,Finance
A03022,12.636466454002973,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Healthcare
A03023,6.989924964916292,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Company Project,Freelancer,Zoom,Agile,PMP,Korean,Education
A03024,8.239680701407321,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,Mobile app,Freelancer,Zoom,Agile,None,English,Finance
A03025,6.79959899767655,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Company Project,Part-Time,Zoom,Waterfall,None,English,Healthcare
A03026,15.57443938516887,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Short-Term,Zoom,Agile,AWS Certified,English,Finance
A03027,8.048254044782091,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Education
A03028,9.759417943997342,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Long-Term,Zoom,Waterfall,PMP,Spanish,Finance
A03029,4.033823015427681,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Finance
A03030,16.054586969243232,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Company Project,Long-Term,Microsoft Teams,Agile,AWS Certified,Spanish,Education
A03031,16.57871121212991,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Company Project,Full-Time,Slack,Waterfall,PMP,English,Education
A03032,7.762139285570711,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Mobile app,Part-Time,Slack,Agile,PMP,English,Education
A03033,3.9356679369711616,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Education
A03034,-3.275978260341592,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Company Project,Full-Time,Microsoft Teams,Agile,None,Korean,Finance
A03035,1.9483477160197067,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Company Project,Full-Time,Zoom,Agile,AWS Certified,Chinese,Finance
A03036,-7.128366787581568,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,Chinese,Finance
A03037,1.654437649098786,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Full-Time,Slack,Agile,AWS Certified,Korean,Education
A03038,10.51528806557076,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,None,English,Finance
A03039,7.667694873736606,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Mobile app,Full-Time,Microsoft Teams,Waterfall,None,Spanish,Education
A03040,24.260072828916197,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Mobile app,Short-Term,Zoom,Agile,PMP,Chinese,Finance
A03041,5.426243831493627,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,None,Chinese,Finance
A03042,4.8804847261710815,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Company Project,Short-Term,Slack,Agile,PMP,Korean,Healthcare
A03043,15.448959225173429,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Open Source Contribution,Short-Term,Slack,Agile,None,English,Technology
A03044,-5.449646780666443,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Cloud infrastructure,Long-Term,Slack,Waterfall,PMP,Korean,Finance
A03045,-2.337831351802036,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Cloud infrastructure,Mid-Term,Zoom,Agile,None,Chinese,Education
A03046,12.660375869743573,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Freelancer,Zoom,Waterfall,None,Spanish,Finance
A03047,6.653948095508982,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Backend Developer,Mobile app,Freelancer,Zoom,Waterfall,None,Korean,Finance
A03048,6.81422030267804,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Long-Term,Slack,Waterfall,None,Chinese,Education
A03049,1.46913728952915,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,None,Chinese,Technology
A03050,9.696038572939948,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Slack,Agile,None,Spanish,Technology
A03051,2.3717655995977713,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Mobile app,Long-Term,Slack,Waterfall,AWS Certified,English,Education
A03052,8.52848953812259,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Company Project,Long-Term,Zoom,Waterfall,PMP,Spanish,Education
A03053,-0.07801780918193124,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Mobile app,Long-Term,Microsoft Teams,Waterfall,None,Korean,Healthcare
A03054,6.745010780643083,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Open Source Contribution,Part-Time,Microsoft Teams,Agile,None,English,Technology
A03055,22.17421442421127,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Long-Term,Zoom,Agile,AWS Certified,Chinese,Education
A03056,5.0496189722809355,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Mobile app,Full-Time,Microsoft Teams,Waterfall,None,Chinese,Technology
A03057,7.098985503449253,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Mid-Term,Zoom,Waterfall,PMP,Chinese,Technology
A03058,6.604326187891728,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Company Project,Freelancer,Microsoft Teams,Waterfall,PMP,Spanish,Finance
A03059,9.24000734371602,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,None,English,Technology
A03060,11.292470316991123,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Mobile app,Freelancer,Slack,Agile,None,Chinese,Education
A03061,9.818140219477954,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Full-Time,Slack,Agile,AWS Certified,Korean,Finance
A03062,9.972470225336643,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Cloud infrastructure,Short-Term,Microsoft Teams,Agile,PMP,Chinese,Education
A03063,6.755940659344404,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Company Project,Part-Time,Zoom,Agile,None,Spanish,Finance
A03064,8.721044007599653,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Mobile app,Long-Term,Microsoft Teams,Agile,None,Chinese,Healthcare
A03065,6.524411341702368,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Mobile app,Mid-Term,Zoom,Agile,None,Chinese,Finance
A03066,-4.648727951387247,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,None,Chinese,Technology
A03067,26.408493285829234,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Company Project,Freelancer,Zoom,Waterfall,PMP,Spanish,Technology
A03068,13.110064363590318,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,PMP,Spanish,Education
A03069,1.1743747132832567,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
A03070,9.628165461496977,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Spanish,Healthcare
A03071,-1.3897766287516458,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,DevOps,Company Project,Freelancer,Slack,Agile,PMP,Chinese,Education
A03072,4.565438296903609,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Cloud infrastructure,Full-Time,Zoom,Agile,AWS Certified,Spanish,Finance
A03073,-2.3393784100327455,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A03074,7.6622083098932015,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Technology
A03075,-3.0339702120231298,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Company Project,Full-Time,Zoom,Agile,PMP,English,Healthcare
A03076,10.735149026894918,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Mobile app,Full-Time,Zoom,Waterfall,PMP,Spanish,Healthcare
A03077,12.788853564217721,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Scientist,Open Source Contribution,Freelancer,Slack,Waterfall,PMP,English,Technology
A03078,2.239250195865484,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Mobile app,Part-Time,Slack,Agile,PMP,Korean,Education
A03079,9.144680723923143,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Open Source Contribution,Short-Term,Slack,Agile,AWS Certified,Spanish,Finance
A03080,1.8688838091727025,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Part-Time,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
A03081,11.597095608968637,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,E-commerce platform,Mid-Term,Slack,Waterfall,None,English,Healthcare
A03082,3.2064304297402133,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Mobile app,Mid-Term,Microsoft Teams,Agile,AWS Certified,Korean,Technology
A03083,13.535049443879696,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,Company Project,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A03084,-4.643367273483669,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,DevOps,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Education
A03085,0.995029490052608,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,None,Korean,Healthcare
A03086,0.269165536258523,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,E-commerce platform,Full-Time,Slack,Waterfall,PMP,Korean,Healthcare
A03087,9.441480987173795,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Mobile app,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Education
A03088,11.90018131615137,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,E-commerce platform,Long-Term,Microsoft Teams,Agile,None,Spanish,Finance
A03089,9.981707933509746,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Freelancer,Slack,Waterfall,AWS Certified,English,Healthcare
A03090,4.462158415463409,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Agile,None,Spanish,Technology
A03091,-11.518183866849935,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,Chinese,Education
A03092,8.290536313611208,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Mobile app,Part-Time,Slack,Agile,AWS Certified,Spanish,Education
A03093,13.528611196088434,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Full-Time,Slack,Agile,None,Chinese,Healthcare
A03094,26.75726075614886,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Part-Time,Zoom,Agile,None,English,Education
A03095,5.0533976513669145,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Cloud infrastructure,Short-Term,Slack,Waterfall,AWS Certified,Chinese,Finance
A03096,3.3693195469684456,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Short-Term,Slack,Waterfall,PMP,English,Education
A03097,10.258641106135684,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Mobile app,Part-Time,Zoom,Waterfall,AWS Certified,Spanish,Education
A03098,6.229404342465425,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,E-commerce platform,Part-Time,Zoom,Agile,PMP,Chinese,Finance
A03099,16.9350997955057,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Full-Time,Slack,Waterfall,PMP,Chinese,Finance
A03100,2.3706093973378257,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,Open Source Contribution,Short-Term,Zoom,Waterfall,PMP,Spanish,Finance
A03101,6.280507678727899,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Scientist,E-commerce platform,Part-Time,Zoom,Waterfall,None,Chinese,Healthcare
A03102,14.144894054383162,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,DevOps,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
A03103,10.175524495672999,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Company Project,Full-Time,Slack,Agile,None,Chinese,Healthcare
A03104,16.137059849353733,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,AWS Certified,Spanish,Education
A03105,4.96832125739774,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Company Project,Long-Term,Slack,Waterfall,PMP,Korean,Healthcare
A03106,16.850596078445967,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Company Project,Full-Time,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
A03107,-3.6105568918721094,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,E-commerce platform,Long-Term,Slack,Agile,None,Spanish,Finance
A03108,-3.330704286137818,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Full-Time,Slack,Agile,AWS Certified,Chinese,Technology
A03109,16.960729383826845,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Mid-Term,Microsoft Teams,Waterfall,None,Spanish,Finance
A03110,8.071374913691706,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Cloud infrastructure,Freelancer,Slack,Agile,PMP,Spanish,Finance
A03111,14.456675949846717,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Scientist,Cloud infrastructure,Short-Term,Zoom,Waterfall,None,Spanish,Education
A03112,8.715320690589428,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Open Source Contribution,Long-Term,Slack,Waterfall,PMP,Spanish,Finance
A03113,7.970782726184549,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,E-commerce platform,Short-Term,Microsoft Teams,Agile,None,English,Finance
A03114,-1.2631153779594957,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,DevOps,Open Source Contribution,Full-Time,Slack,Agile,PMP,Chinese,Education
A03115,7.832386373549091,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Mid-Term,Zoom,Agile,None,Chinese,Healthcare
A03116,17.537890466365486,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
A03117,8.416136005512104,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Finance
A03118,12.78785477000906,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Cloud infrastructure,Full-Time,Slack,Agile,PMP,Spanish,Finance
A03119,12.594196951536667,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,PMP,English,Technology
A03120,0.9409806470554365,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Short-Term,Zoom,Waterfall,PMP,English,Education
A03121,14.011502097983907,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,None,Korean,Finance
A03122,5.826977267311101,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Mid-Term,Zoom,Waterfall,AWS Certified,Chinese,Education
A03123,6.204980869988559,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A03124,22.683283587404446,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Agile,None,Chinese,Healthcare
A03125,12.195262784349069,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Long-Term,Slack,Agile,PMP,English,Finance
A03126,3.556750857712564,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Company Project,Short-Term,Zoom,Waterfall,AWS Certified,Spanish,Healthcare
A03127,8.471133188965393,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Backend Developer,Company Project,Mid-Term,Microsoft Teams,Agile,None,English,Education
A03128,8.275980167163898,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Mobile app,Short-Term,Slack,Waterfall,None,Korean,Finance
A03129,19.806108013422715,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Agile,None,Spanish,Finance
A03130,8.295836873203262,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Long-Term,Slack,Agile,None,Korean,Healthcare
A03131,23.45432553218145,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Cloud infrastructure,Short-Term,Slack,Agile,AWS Certified,Chinese,Healthcare
A03132,-1.0444052477167016,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,E-commerce platform,Part-Time,Slack,Agile,PMP,English,Education
A03133,7.793848171844368,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,None,Spanish,Finance
A03134,2.687497096931893,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Frontend Developer,Company Project,Mid-Term,Slack,Agile,None,Korean,Finance
A03135,4.561055055826132,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
A03136,4.7127917698681205,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Part-Time,Slack,Waterfall,PMP,English,Education
A03137,3.0478326321640834,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,None,Chinese,Technology
A03138,20.114226065067818,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Spanish,Finance
A03139,17.96396403793065,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Cloud infrastructure,Full-Time,Slack,Waterfall,AWS Certified,Spanish,Technology
A03140,10.834560803426314,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,E-commerce platform,Full-Time,Slack,Agile,None,Spanish,Education
A03141,4.70419111058568,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Mobile app,Part-Time,Microsoft Teams,Agile,AWS Certified,Chinese,Healthcare
A03142,3.2440726321706626,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,AWS Certified,Korean,Finance
A03143,13.20538250977344,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,E-commerce platform,Mid-Term,Slack,Agile,AWS Certified,English,Healthcare
A03144,10.11811155599407,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Company Project,Part-Time,Zoom,Agile,None,Spanish,Education
A03145,7.007639367445962,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,Chinese,Finance
A03146,11.803040826503183,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Full-Time,Zoom,Waterfall,None,Chinese,Education
A03147,14.248750538322009,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Short-Term,Slack,Waterfall,AWS Certified,Korean,Healthcare
A03148,6.9432312416329545,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Company Project,Freelancer,Slack,Waterfall,None,Chinese,Technology
A03149,2.5164439095026117,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Company Project,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Finance
A03150,-1.21484678612104,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,None,English,Finance
A03151,9.771962504427302,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,English,Healthcare
A03152,23.169456639016353,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,Chinese,Healthcare
A03153,0.256255017998388,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,Spanish,Technology
A03154,15.705495497765764,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,None,English,Finance
A03155,3.2977354900561755,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Company Project,Freelancer,Zoom,Agile,None,Chinese,Technology
A03156,4.706430480034422,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,E-commerce platform,Mid-Term,Microsoft Teams,Agile,AWS Certified,Chinese,Healthcare
A03157,14.415487066023244,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Company Project,Mid-Term,Slack,Waterfall,AWS Certified,English,Finance
A03158,6.23569751470389,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Chinese,Education
A03159,9.75538263250599,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Company Project,Short-Term,Slack,Agile,None,English,Technology
